Movies,Ratings,Actor 1,Actor 2,Actor 3,Genres,Synopsis 
The Worst of Faces of Death,3.3,Michael Carr,Jay Gallagher,Yure Covich,"Documentary, Horror","The friends Jack, Allie, Sarah, Charlie, Michelle and Eric go to the Placid Pines Cemetery to play hide and seek in the tombs. Meanwhile their friend Bobby dresses like a masked killer to ..."
Blood and Carpet,7.5,Frank Boyce,Julia Carpenter,Drama,"Comedy, Horror, Thriller",»
Wyrmwood TV,5.1,Luke McKenzie,Andy Callaghan,John Doughty,"Adventure, Horror, Mystery","A prehistoric behemoth is unwittingly awaken from hibernation due to a U.S-Japanese military experiment on it's watery lair for economic means, where it proceeds in attacking Japan."
All Cheerleaders Die,3.5,Chris Sivertson,Bettina Giovannini,Gabriele Tinti,Horror,"At a mountain resort, a local resident is possessed by the evil spirit of an ancient mountain man, and terrorizes a ski lodge."
The Hounds,5.2,Roberto del Piccolo,Richard Riehle,Floyd Abel,"Crime, Horror, Thriller",
The Monster of Florence,3.0,Leonard Mann,Charles Hubbell,Stephanie Saji,"Horror, Thriller",
The Watermen,6.7,Jason Mewes,Chris Farah,Carrie Poppy,"Horror, Thriller",The quiet town of Quartz Hill is about to experience the worst night of the town's history. A notorious killer has escaped from death row with one thought on his mind. Revenge.
Cured,4.6,Emily Fradenburgh,Brian Groh,Angelique Little,"Short, Drama, Horror","A stone-encrusted body is unearthed at Pompeii, and people left alone with it keep dying of crushed skulls..."
Single AF,3.5,Anna Maria Horsford,Steve Bastoni,Anthony Brandon Wong,"Horror, Thriller","Includes many disturbing highlights from the first three Faces of Death films, such as animal slaughtering, executions, and more."
Unknown Project,6.8,Ethan A. Brosowsky,Marcel Portier,Catherine Day,"Horror, Mystery, Sci-Fi","In the late 1960s there were no CCTV or crime scene DNA testing, but disposing of a dead body was still bloody murder."
Dr. Jekyll and Mr. Hyde,5.0,Adam Baldwin,Felissa Rose,Madeleine Wade,"Horror, Thriller, Action",
Devil Story,5.2,Véronique Renaud,Archer King,Liane Wunderlich,Horror,
For Jennifer,5.1,Dominique Swain,Kemal Yildirim,Amy Ellis,"Comedy, Horror, Thriller",A group of high school cheerleaders rise from the dead as zombies to take bloody revenge on the their football player ex-boyfriends for killing them.
Blood Drive: The Movie,2.8,Sophia Robbins,Trent Haaga,Vanelle,"Horror, Thriller","Three friends (two guys and one girl) retreat deep into the wilderness for some camping, but after finding a dead body buried near their campsite, they are preyed upon by a shape-shifting cursed entity. Nothing is as it seems."
Abduction 2: Revenge of the Hive Queen,5.3,Amelie Leroy,An Koshi,Shôgo Maruyama,Horror,"A string of sex murders has been plaguing Florence for almost 15 years, in which a serial killer brutally murders couples who are sneaking ""a quickie"" in public areas. A writer who is doing..."
Psycho Holocaust,3.1,Raine Brown,Pimsiree Pimsee,Pramote Seangsorn,Horror,»
Mai-chan's Daily Life: The Movie,3.3,Miyako Akane,Michael Dionne,Tamara Malawitz,Horror,A clan of watermen capture a crew of sport fishermen who must then fight for their lives.
Bangkok Haunted,5.2,Pisut Praesangeam,Black Jack Johnson,Jay Davis,"Horror, Mystery","CURED is a drama/horror dealing with the haunting aftermath of a pandemic. After being quarantined, Amy's return home creates tension within her family. Can the once infected ever return to the life they've led before?"
Werewolf: The Devil's Hound,7.4,Christian Pindar,Michael Mosley,Nashawn Kearse,"Action, Comedy, Horror",
Not Another Zombie Movie....About the Living Dead,7.2,Donte Williams,Karen Black,John Novak,"Action, Comedy, Horror",
The Gate 3D,7.0,James McDaniel,Tera Patrick,Dawn Nixon,"Action, Adventure, Family","Three documentary makers, are heading home from Burning Man in their RV and decide to pull off into the desert to camp for the night. Things get creepy. With their 5 RV cams running 24/7, ..."
You're Nobody 'til Somebody Kills You,5.2,Winston Rekert,Al Valletta,Seeska Vandenberg,"Horror, Thriller",»
Eternal Evil,5.9,Robert Rhine,Marilyn Manson,Ian Abercrombie,Horror,"The Hong Kong martial arts version of Jekyll and Hyde, with Hyde as the mythical fighting champion known as the White Tiger battling the Triads, drug trafficking and illegal organ transplants."
Angel of Darkness: The Legend of Lilith,6.5,Mike Cartel,Randy Foos,Bob Herron,Horror,A zombie wearing a Nazi SS uniform terrorizes the French countryside.
Runaway Nightmare,4.7,Powers Boothe,Jennifer Plas,Angela Dupuie,"Action, Comedy, Horror","Jennifer, Joey, and Stefanie are just making a movie. It's not like anyone's going to die."
Area 51,5.4,Ryan Goff,Hiroki Narimiya,Ryô Iwamatsu,"Action, Horror, Mystery",Isabella is a writer for an internet magazine called 'Blood Drive' which specializes in the supernatural-horror-vampire genre of scary stories. Her 'writing office' is the local bar where ...
Number 13,6.5,Greg Wise,Paul Freeman,David Burke,Horror,"In order to authenticate some historical papers in a cathedral town, Oxbridge academic Anderson stays at a local hotel in room 12, initially disregarding the lack of a number 13 as ..."
Aaron's Blood,4.8,James Martinez,Trevor Stovall,Michael Chieffo,"Drama, Horror, Mystery",»
Stoneheart,6.2,Sara Young Chandler,Jarred Kjack,Michael Madsen,"Short, Horror",Single father Aaron fights to save his 12-year-old hemophiliac son after becoming infected with vampire blood.
Canes,3.4,Edward Furlong,Chandra West,Joe Dante,"Horror, Thriller",A cursed statue comes to life in a violent defense of women.
"Nightmares in Red, White and Blue: The Evolution of the American Horror Film",7.2,Lance Henriksen,Larry Cohen,A. Plant,"Documentary, Horror","David Goodman is on the pick of his career as a PR executive when he suddenly loses his chance for a big promotion and, unfortunately, his sight at a street attack. Soon after a message is ..."
Poppy,8.0,Natural Reader Heather,Titanic Sinclair,Sheri Davis,"Short, Biography, Comedy",»
Vengeance,6.7,Musetta Vander,Devanny Pinn,Timothy J. Richardson,"Horror, Thriller","An exploration of the appeal of horror films, with interviews of many legendary directors in the genre."
A Girl and Her Zombie,8.9,Melissa LeEllen,Kelsey White,Sapna,"Short, Comedy, Horror","The documentation of the life of ""Poppy"" a young girl whom is thought to be an android."
Khooni,6.3,Amit Pachori,Vinod Tripathi,Andrea Autullo,Horror,A deranged mother writes letters to her daughter while awaiting a lobotomy.
Paralysis,6.0,Elisa Mouliaá,Noelia Genzone,Christopher Lee,"Short, Fantasy, Horror",A young girl discovers she has a gift for training the world's deadliest predators...Zombies.
Hyde's Secret Nightmare,3.5,Giovanni Andriuoli,Yuri Antonosante,Andreas Vaehi,Horror,
The Torture Chamber of Dr. Sadism,4.4,Lex Barker,Karin Dor,Joan Barclay,"Horror, Mystery",
Madness,6.0,David Liljeblad,Tommy Wiklund,Ellen Gall,Horror,"Obsessed with sleep paralysis, Alba attempts to normalize her life with Margaux, an enigmatic student while a serial murder is on the loose."
Paralysis,5.5,Bela Lugosi,Bruce Bennett,Forrest J. Ackerman,"Short, Horror","Henry Chagall is a disgruntled scientist who suffers from impotence. His unfortunate situation leads him, and crippled assistant Hans, to explore unusual methods, including experimentation ..."
Shadow of Chinatown,3.5,Evan Brinkman,John Dangolli,Catherine Corcoran,"Crime, Horror, Sci-Fi",»
The Owl,6.5,Danielle James,Dena Wilkinson,James Kirk,"Drama, Horror, Thriller","In the Olden Tymes, Count Regula is drawn and quartered for killing twelve virgins in his dungeon torture chamber. Thirty-five years later, he comes back to seek revenge on the daughter of ..."
The Boneyard Collection,4.1,Lisa Lakeman,Ernest O'Donnell,Lukas Tagwerker,"Comedy, Horror",»
100 Acres of Hell,6.3,Kailin See,David Kopp,Muriel Kenderdine,"Action, Horror","Two cheerleaders hitchhike with two handsome boys, but soon they are captured by a family of violent Swedes."
The Seamstress,3.4,Stuart Freeman,Sophia Grabner,Pilar Boyle,"Crime, Horror, Mystery",A young mother fears what comes in the night.
Die Gstettensaga: The Rise of Echsenfriedl,3.2,Kyle Rankin,Mary Skinner,Tommy 'Tiny' Lister,"Comedy, Fantasy, Horror",A madman sets out to destroy a group of Chinatown merchants.
Reindeer Games,5.0,Sergio Berón,Paula Carruega,Missy Dawn,"Drama, Horror, Thriller",The trials of 4 young people who are psychologically tormented by a supernatural entity that takes the form of an owl.
Alexia,8.8,Renée O'Connor,Tim DeKay,Joel Markman,"Short, Horror","A quirky anthology, consisting of four separate short films connected by host segments. The first one, BOOGIE WITH THE UNDEAD, has an all girl rock band booked to play a gig in a town ..."
Monster Ark,2.7,Rob Cobb,Ford Austin,Karen Sweeney,"Fantasy, Horror, Sci-Fi",»
Zombie Babies,3.7,Francis Francine,Sheila Bick,Marc-Henri Wajnberg,"Comedy, Horror","When ex pro wrestler Buck Severs travels to an abandoned wildlife preserve with his friends for 'Bro's Weekend', they become the targets of a deadly manhunt and Buck must find the fighter in himself before it's too late."
Flaming Creatures,5.0,Lauren Dougherty,Ignacyo Matynia,Christopher Toyne,"Comedy, Drama, Horror","The Seamstress was brought into being by the desperate curse of an innocent woman being tortured to death by a vigilante mob. Voracious for blood, the hideously-mutilated specter hunts a ..."
The Cabinet in the Woods,5.9,Louise Fletcher,Maria Schneider,Yusry Abd Halim,"Short, Drama, Fantasy",»
Mama Dracula,3.6,Robert McKeehen,Haley Talbot,Lee Gang-Yeop,"Comedy, Horror","A long time ago, the so-called ""Google Wars"" engulfed the whole world in a deadly chain reaction. Civilization came to a grinding halt. But there is still hope. This is the story of a new beginning..."
Cell Count,7.0,Harun Salim Bachik,Kin Wah Chew,Phil Fondacaro,"Horror, Sci-Fi, Thriller","Reindeer Games follows Alec Clark, a social outcast whose tortured past triggers a deadly game of bondage, action and suspense. In a sudden lapse of reason, he attacks a co-worker, Kate ..."
Ular,6.4,Jin-young Jang,Myung-Min Kim,Jillian Sims,"Horror, Thriller",»
Sorum,7.7,Peter Manoogian,Ted Nicolaou,Bob Moricz,"Drama, Horror, Mystery","Although Alexia, Franco's ex-girlfriend, has been deceased for some time, Franco still has her as a contact on his social network. When he decides to delete her and move on, something strange starts to manifest through his computer."
DevilDolls,7.1,Adam Hughes,Anthony Firth,Mu-song Jeon,Horror,"Archaeologist Nicholas Zavatero and his student find a vase with antique inscription on where Noah's Ark is hidden in the underlying monster called Tama. They decide to go looking, but things get out of control."
Heredity,4.1,Gabriella Kapsaski,Salem Kapsaski,Marie-Claude Sabourin,"Horror, Thriller","When a group of expecting young couples head to Burt Fleming's mountaintop hotel for a weekend retreat (and discount abortions), they get more than they bargained for when the fetal undead come back for vengeance."
Films Confiscated from a French Brothel,4.1,Sik Jung,Jae-Hwan Choi,Katsuko Wakasugi,"Comedy, Crime, Horror","With full disturbing and weirdo graphic plus sexual scenes, Flaming Creatures is one of most daring and controversial film of all time, According to Jack Smith's Flaming Creatures is a comedy in a haunted music studio."
Epitaph,4.2,Cameron Bright,Luc Morin,Paula Hendricks,"Drama, Horror",A man searching for his lost dog in the woods stumbles upon something very bizarre.
The Talisman,4.2,Shigeru Amachi,Noriko Kitazawa,Darren Munn,"Short, Horror, Mystery","A female vampire must bathe in the blood of virgins in order to stay alive. The trouble is that virgins are in short supply nowadays, and she is running into major problems in finding one."
The Ghost of Yotsuya,2.7,Gabriela,Rik Billock,Renato Romano,Horror,"Russell Carpenter reluctantly admits his wife Sadie into an experimental treatment facility for her life threatening disease. While locked in this prison like surrounding they, along with 6..."
Gorgasm,6.5,Alice Keedwell,Daniel Mansfield,Juliet Cariaga,Horror,»
The Demonic Tapes,5.6,John Richardson,Gordon Mitchell,Marianna Moen,Horror,"A group of lucky draw winners win a dream vacation on a seemingly idyllic island resort, only to discover themselves trapped on an island infested with deadly snakes."
Frankenstein '80,1.4,Nikki Fritz,Samantha Phillips,Pattarasaya Kreuasuwansri,Horror,A 30 year old mystery resurfaces and takes over the lives of the people living in an eerie apartment complex.
The Bare Wench Project 2: Scared Topless,9.1,Robert Englund,Michelle Zeitlin,Hirohisa Sasaki,"Comedy, Horror",Three different episodes of killer dolls coming to life and wreaking havoc.
Dance Macabre,4.0,Pachara Chirathivat,Jarinporn Joonkiat,Gunter Ziegler,"Crime, Horror, Thriller","Each year five high school friends (Riley, Sebastian, Ryan, Carrieanne, and Liz) reunite for a weekend of poker, laughs, and reminiscing. This time around, secrets are revealed that makes ..."
Countdown,9.4,Shun'ichi Hirano,Ryûta Miyake,C. Ernst Harth,"Horror, Thriller",»
Tales of Terror from Tokyo and All Over Japan: The Movie,2.3,Gwen Trevathan,Wendi Jean Linn,Hillary Kaplan,Horror,"A bare all Avant-garde Anthology homage to silent stag films, vintage erotica and pre-code sexiness."
Hotel,5.5,Franziska Weisz,Birgit Minichmayr,Marlene Streeruwitz,"Drama, Horror, Mystery",When Irene gets a job as a hotel maid she soon finds out that the previous girl disappeared in mysterious circumstances.
Killers Within,4.7,Brian O'Neill,Patrick Murphy,Cormac Melia,"Horror, Thriller","With her son being held captive by a criminal gang, police-officer Amanda Doyle, together with her ex-husband and three unlikely allies, takes part in a desperate plot to hold a wealthy ..."
The Devil's Tattoo,4.1,Jason Simmons,Bryan Carney,Juliet Diamond,"Horror, Thriller, Drama",»
Eaters,3.4,Marco Ristori,Alex Lucchesi,Guglielmo Favilla,Horror,Environmental activists encounter a mysterious and deadly presence.
Revenge of the Red Baron,3.4,Mickey Rooney,Tobey Maguire,Laraine Newman,"Comedy, Fantasy, Horror","The world - devastated by the Great Epidemic - is governed by hordes of living dead. Three men - Igor and Alen, two hunters of dead and a scientist, Gyno - try to give an answer to what has..."
My Last Halloween,3.5,Jeff Gress,Shawnee Smith,Erika Smith,Horror,»
The Rats Are Coming! The Werewolves Are Here!,6.7,Hope Stansbury,Jackie Skarvellis,Noel Collins,Horror,The Red Baron returns in a toy plane to kill the former World War I ace that shot him down.
Bane,4.0,Sophia Dawnay,Lisa Devlin,Tina Barnes,"Horror, Sci-Fi",A sixteen year-old boy is abducted and held captive on Halloween by a sadistic killer whose wife is sleeping with the boy's brother.
Fantasma d'amore,4.1,Romy Schneider,Marcello Mastroianni,Eva Maria Meineke,"Drama, Horror, Mystery",The daughter in a family of werewolves decides to put an end to the family curse.
The Headless Eyes,6.1,Bo Brundin,Ramon Gordon,Kelly Swartz,Horror,A woman awakes in a cell with three others to find she is part of a horrible experiment.
The Vicious Sweet,5.9,Theresa Constantine,Jeffrey Forsyth,Roseanne Fortino,Horror,"Over two decades after their affair ended, a married man is haunted by the presence of his former lover."
The Key,6.2,Gedeon Burkhard,Gedeon Burkhard,Miriam Anna Schroetter,"Action, Horror, Mystery","Poor artist gets eye gouged out while committing a robbery. When his eye heals, he goes on a killing spree and cuts out women's eyes with a spoon."
Dreamscape,4.9,Will B. Whitesell,Clay Trimble,Ainslee Kate,Horror,A popular movie scream queen is abducted by her biggest fan.
Sweet and Lo,6.0,Chloe Csengery,Tristan Riggs,Mackinlee Waddell,"Short, Drama, Horror","A tale of ghosts, crime and horror."
Mad Cowgirl,8.2,Sarah Lassez,James Duval,Devon Odessa,"Drama, Horror, Romance",
Halloween,4.5,Jon Cheshire,Hannah Ford,Mandy Hudgins,"Short, Horror",
The Mad,4.6,Billy Zane,Maggie Castle,Shauna MacDonald,"Comedy, Horror, Thriller","The ""Rockersham Twins"" are the weird girls who live at the end of the block. In fact, nobody really knows why they're called twins. Sweetie is only eight, and Dolores (""Lo"") is seventeen. ..."
Genuine: The Tragedy of a Vampire,2.2,Fern Andra,Hans Heinrich von Twardowski,Ernst Gronau,Horror,»
The People Under the Stairs,2.7,Kôjirô Hongô,Kichijirô Ueda,Reiko Kasahara,Horror,"A woman, who is dying of a brain disorder, begins a surreal journey which descends into violence."
The Walking Dead: No Man's Land,4.3,David Naughton,Judie Aronson,Kevin McCarthy,Horror,This is a homemade fan film that was made last year.
Gamera vs. Gyaos,5.9,Brad Loree,Edward X. Young,Stephen Geoffreys,"Action, Adventure, Family",A horror-thriller in which a doctor and his teenage daughter are terrorized by flesh-eating zombies at a truck stop.
The Sleeping Car,6.3,Gordon Currie,Stacy Grant,Phillip Rhys,"Horror, Comedy","Extremely rare work of Robert Wiene. From the director and year of excellent ""The Cabinet of Dr. Caligari"" this work was eventually overshadowed by the success of Caligari. It has a dreamy atmosphere, like another world or something."
Mr. Hush,7.5,Janell McLeod,John R. Copeman,Tim Parati,Horror,A TV adaptation of Wes Craven's 1991 film 'The People Under the Stairs.'
The Fear: Resurrection,2.7,Enchong Dee,Julia Montes,Enrique Gil,Horror,"Stay human and survive in the dangerous world of AMC's The Walking Dead. Trained by Daryl Dixon, your group will fight the walker menace and save other survivors from Terminus to the Prison."
Target Earth,8.7,Ni Tien,Jung Wang,Tsui Ling Yu,"Horror, Sci-Fi",A gigantic bat emerges from a volcano to terrorize Japan and only one thing can stop it...Gamera!
The Strangers,6.1,Laura La Plante,Montagu Love,Roy D'Arcy,"Action, Drama, Horror",Jason (David Naughton) moves into an abandoned train car where he resurrects the vicious ghost of his landlady's dead husband... The Mister. After some near-fatal encounters with the ...
Corpse Mania,8.0,Allen Lee Haff,Götz Otto,Alexandra Kamp,"Horror, Mystery, Thriller",»
The Last Warning,2.5,Willa Fitzgerald,Amy Russ,Amanda Ooms,"Horror, Mystery, Thriller","How does a man react when he loses everything he loves? MR. HUSH has an answer: with brutal, terrifying violence. A frightening throwback to the slasher films of the 1980s, this is a classic horror flick that is hard to shake."
The Tunnel: Dead End,8.1,Kôtarô Tanaka,Rika Kishida,Sayuri Uchida,Horror,"It's death-by-fear (aka scared-to-death) in this deceptively psychological thriller. The hero, Mike brings his friends to his grandparents' house for a Halloween party wherein they will all..."
Deep Freeze,3.5,Jack Holt,Fay Wray,Dorothy Burgess,"Action, Horror, Sci-Fi",»
Streaming,7.7,Richard Caines,Comika Hartford,Rhoda Jordan,"Drama, Horror","A young girl returns home after being abducted - and that's pretty much the story! This flick is filled with all sorts of sci-fi surprises - big implants, an FBI investigation and a ..."
Choujin Sentai Jetman,4.8,Camille Solari,Shay Astar,Jon Saphire,"Action, Drama, Fantasy",»
Black Moon,5.8,Mario Bava,Pengquang Chen,Shunji Chen,"Drama, Horror",A family becomes trapped in a village full of mysterious people and transforms into black dogs.
Bango,4.1,Jennifer Robyn Jacobs,Alexandre Chen,Scott Dunn,"Short, Horror",A necrophiliac killer is murdering the prostitutes at Madame Lan's brothel.
Boston Girls,7.5,Richard Tyson,Rhett Giles,Steven Williams,"Comedy, Horror, Thriller","A producer decides to reopen a theater, that had been closed five years previously when one of the actors was murdered during a performance, by staging a production of the same play with ..."
Moxina,3.6,J.S. Gilbert,Annie Hayden,Jimmy Hodson,"Short, Adventure, Fantasy",»
Mandao of the Dead,4.0,David Story,Robert Story,Jim Davis,"Comedy, Horror, Sci-Fi","Years after the events in the first film, Tangles' sister is determined to answer once and for all what happened to her brother in the gloomy underground tunnels."
The Fear Chamber,5.9,Ellie Church,Arthur Cullipher,Jason Crowe,Horror,An Antarctic drilling station is under attack by a mysterious killer. Will anyone survive?
Twisted Metal,7.8,Laurence Payne,Adrienne Corri,Dermot Walsh,"Action, Horror, Sci-Fi",Streaming is a futuristic horror film about the fabrication of memories in the digital age.
Patayin sa sindak si Barbara,7.4,Lorna Tolentino,Dawn Zulueta,Tonton Gutierrez,Horror,"A woman must fight against the evil will of her selfish sister, even beyond death."
The Evil Twin,5.6,Shin-hye Park,Hee Jae,Geum-seok Yang,"Drama, History, Horror","(Korean with English subtitles) So-yeon awakens from a 10 year coma, with no memory of the tragic drowning of her sister. As ominous events and deaths accumulate, So-yeon begins to discover..."
Livescream,3.5,Tiffani Brown,Austin Butts,Maddie Casto,Horror,»
Deadly Presence,7.0,Megan Lynn,Kathy Sue Holtorf,Sabrina Carmichael,Horror,"When a popular video game streamer plays a haunted game, he faces deadly consequences for himself and his fans."
The Haunted House,2.0,Buster Keaton,Buster Keaton,Virginia Fox,"Short, Comedy, Horror","Three friends looking for a night of fun decide to stay in a supposedly haunted house. Several days later Candace finds herself in the midst of strange happenings. When she calls on her friend for help, it's up to her to seek the answers."
The Off Season,2.3,Christina Campanella,Don Wood,Angus Scrimm,Horror,A bank clerk ends up in a seemingly haunted house that is actually a thieves' hideout.
Parasite,6.6,Gary Condes,Saskia Gould,Conrad Whitaker,"Horror, Action, Sci-Fi","A couple stay in a dingy motel in Maine to try and escape their hectic lives, but are haunted by spirits of previously murdered guests."
Unearthly Stranger,4.0,John Neville,Philip Stone,Gabriella Licudi,"Horror, Sci-Fi",An abandoned oil rig in the middle of the North Sea. Dr. Christine Hansen is charged with the task of testing an experimental cleaning fluid which could revolutionize the oil industry. ...
The Temple,5.3,Ian Buchanan,Charlotte Ellen Price,Keith Jefferson,Horror,»
Massacre,4.1,Gino Concari,Patrizia Falcone,Silvia Conti,"Horror, Thriller","Dr. Mark Davidson (John Neville), government scientist, meets a mysterious woman and is married quickly. He knows little of her past. His government superiors want to know more about his ..."
Pakalpooram,4.1,Babu Pisharadi,Salim Kumar,Geethu Mohandas,"Horror, Romance",»
Scarce,5.7,John Geddes,Steve Warren,Gary Fischer,"Horror, Thriller","A hardened policewoman is sent to investigate a temple robbery in the remote Himalayas where she is confronted by wary villagers and snooping American TV crew. Horrific murders mount, flaring rumors of the fearsome guardian goddess demanding return of the stolen precious DZI beads."
The Cellar Door,4.7,James DuMont,Michelle Tomlinson,Heather Sconyers,"Horror, Thriller","A red gloved killer sporting gaudy Miami Vice style mirrored shades, brutally assaults a prostitute with a blade. The killings continue and it all has something to do with the film crew that's in town making a horror movie."
The Hanging Woman,3.3,Stelvio Rosi,Maria Pia Conte,Dyanik Zurakowska,Horror,"""Pakalpooram movie tells about the story of Gouridasan (Mukesh) who is Brahmadathan's (Riza Bava) son faces a toughest challenge of his life time to tie her down. He actually belongs to the..."
Wake the Dead,6.8,John Murray,Justin James Hughes,Alexa Etchart,Horror,»
The Fishmen and Their Queen,3.2,Giuliano Gensini,Michael Velez,Natascia Castrignano,"Adventure, Horror, Sci-Fi","SCARCE depicts the gruesome fate of three lost snowboarders trapped at an isolated forest cabin owned by two menacing locals who harvest human flesh. As the day of the slaughter nears, they..."
Daimajin,5.1,Miwa Takada,Yoshihiko Aoyama,Jun Fujimaki,"Drama, Fantasy, Horror",»
The Dead and the Damned,6.8,David A. Lockhart,Camille Montgomery,Rick Mora,"Horror, Sci-Fi, Thriller","The girl next door, having coffee, lunch with a friend, shopping, unaware she is becoming an obsession. She has been chosen. A young woman awakes to find herself imprisoned in a serial ..."
Alison,5.4,Kendahl Light,Jacob Schwartz,Holly Schaff,"Comedy, Drama, Fantasy",»
The Cremaster Cycle,3.7,Matthew Barney,Hideyuki Hori,Kotono Mitsuishi,"Drama, Fantasy, Horror","Paul Naschy plays a supporting role as a deranged gravedigger in this zombie movie, set in a small highland village in 19th-century Scotland, where a stranger's arrival to claim an ..."
Darkside Blues,7.9,Akio Ôtsuka,Danielle Harris,Jenny Curtis,"Animation, Horror, Mystery",»
Postpartum,5.2,Lale Arpaci,Kwande Nkosi,Dawid Minnaar,"Short, Drama, Horror","After a near death incident leaves Kristin scarred with a terrifying connection to the Spirit World, her family attempts to break her free of an Evil Spirit's hold."
The Tokoloshe,5.6,Petronella Tshuma,Baker Terry,Becky Sloan,"Horror, Thriller","Two teenagers prowl a devastated landscape, polluted by radioactive waste in search for food. On their quest of survival, they meet Socrates, a man who takes them to an island that seems a ..."
Don't Hug Me I'm Scared 3,7.6,Becky Sloan,Kemal Yildirim,Jill Connick,"Animation, Short, Comedy",»
Malady,5.7,Roxy Bugler,Tony Isbert,Máximo Valverde,"Drama, Horror, Mystery",A giant stone statue comes to life to protect the residents of a small town against the depradations of an evil warlord.
Tragic Ceremony,4.9,Camille Keaton,Jason Flemyng,Piotr Michael,Horror,A meteor lands in Jamestown California in 1849 during the gold rush. It is found by miners who accidentally release it's spores which turn the population into bloodthirsty mutants.
The Mill at Calder's End,6.1,John Alexander,Richard Hope,Rebecca Johnson,"Animation, Short, Fantasy",An overburdened and depressed teenage girl's life falls apart and she escapes into a formidable world of dreams. Will she succumb to the madness or learn something about herself?
The Village in the Woods,4.6,Phill Martin,Debbie Rochon,Charlie Moon,"Horror, Thriller",
Time to Kill,4.7,Ellie Church,Birbal,Anil Dhawan,"Action, Horror, Thriller",
Revival,7.2,Vijay Arora,Evan Sanders,Ratu Felisha,Horror,"A mysterious man attempts to save ""The Dark Side of Tokyo"" from the control of a land-hungry corporation."
Aakhri Cheekh,6.9,Julie Estelle,Mark Damon,Eduard Franz,Horror,"A good mother would never hurt her children, at least not intentionally."
The Chanting,4.1,Joyce Taylor,Patrick Peduto,Jamye Grant,Horror,"Busi, a young destitute woman with dangerously repressed emotions, lands a job as a cleaner at a rundown hospital in the heart of Johannesburg. Desperate for the money so she can bring her ..."
Beauty and the Beast,4.7,Amanda Wyss,David Winning,Sarah Grace Sanders,"Family, Fantasy, Horror",»
The Id,5.1,Skylar Dunn,Ryô,Yasutaka Tsutsui,"Horror, Thriller","The third in a series of short films about the perception of children's media. In this one, the yellow puppet encounters a butterfly who tells him about the joys of love. But his views may ..."
The Act of Seeing with One's Own Eyes,2.5,Masahiro Motoki,Sabrina Gennarino,Travis Brorsen,"Documentary, Short, Horror",»
Bedtime Story,3.9,Tom Eplin,Dani Leon,Jean Black,"Short, Drama, Horror","Explores the strength of love when it's built out of grief and is challenged with shame, guilt and secrets."
Gemini,4.1,Bill Devlin,Eline Aasheim,Tormod Lien,"Drama, Fantasy, Horror","Four young people witness a black mass at a remote English estate, and find themselves terrorized while they attempt to make sense of what they witnessed."
Days of Darkness,3.8,Magne Steinsvoll,Shradha Das,Monal Gajjar,Horror,Nicholas Grimshaw has returned home to unearth the dark secret of the Mill at Calder's End.
Rectuma,6.8,Thilakan,Eric Roberts,Cathy Moriarty,"Comedy, Horror","When a young couple from the wrong side of the tracks decide to take on an inheritance fraud job, little do they know that they have accepted a fate far darker then they could ever have imagined."
Christmas Cruelty!,4.0,Deborah Twiss,Charlene Dallas,Nicholas Guest,Horror,"For Sara theres no time to waste, no time to lose, theres only.Time to Kill"
Dracula 2012,3.6,Catherine Bach,Jenny Driggers,Roy Mehaffey,Horror,A preacher loses his faith and becomes obsessed in his electrical experimentation after his wife and child are accidentally killed.
A Cry from Within,3.7,J.G. Patterson Jr.,Sarah Silverman,Dermot Mulroney,"Horror, Mystery, Thriller","A evil man kills young women after having romantic affair with them. By knowing it, four friends get him arrested and electrocuted for death sentence. But his soul returns and starts taking revenge on them and their family one by one."
Criminal Act,3.3,Eric Gilliland,Monica Serene Garnich,Brooke Mueller,"Crime, Horror, Thriller",A young college student moves to a new boarding house in a very haunted area.
The Body Shop,6.1,Matt Raftery,Peter Stickles,Aime Wolf,"Horror, Sci-Fi","Curse turns a handsome prince into a werewolf at night. A princess tries to help him, while his enemies plot to take his throne."
The Miracle Fighters,7.0,Yat Chor Yuen,Ka-Yan Leung,Cheung-Yan Yuen,"Action, Comedy, Fantasy",Former Royal Guardsman Kao was forced to be on the run when his superior couldn't tolerate him being a Manchu marrying a Han woman. A young prince was inadvertently killed when he kidnapped...
Resident Evil: Revelations,7.5,Atsuko Yuya,Hiroki Touchi,Mitsuru Miyamoto,"Action, Horror, Mystery",»
The Man in the Orange Jacket,5.0,Anta Aizupe,Maxim Lazarev,Aris Rozentals,"Horror, Mystery, Thriller",Jill Valentine and Parker Luciani are sent to search for Chris Redfield and Jessica Sherawat on the SS Queen Zenobia.
Darkroom,4.6,Nico Mastorakis,Aarin Teich,Jill Pierce,"Drama, Horror, Thriller","A young man is fired from his job at the sea port and begins to stalk his boss and his beautiful wife. After a blood chilling turn of events, he attempts to escape his past by moving into ..."
Bell Witch Haunting,4.6,Doug Moore,Stephanie Love,Amber Bland,"Drama, History, Horror",»
Six Men Getting Sick,5.7,Troy McCall,Mike P. Nelson,Steven Rhoden,"Animation, Short, Horror","Looking for revenge for past incenstous experiences, a slasher invades a lonely farmhouse."
Summer School,5.1,Jessica Cameron,Danielle Harold,Marcia Do Vales,Horror,"""The Bell Witch Haunting"" is a powerful supernatural historic thriller based on terrifying actual events that took place in Robertson County, Tennessee from 1817 to 1821, in which a spirit ..."
